coarse_cell_id,original_landuse,landuse,IsProductionForestCell,forest_rule_repair
24146,ForestWetRich,ForestWetRich,1,FALSE
24147,ForestWetRich,ForestWetRich,1,FALSE
24148,ForestWetRich,ForestWetRich,1,FALSE
24158,OpenWetRich,OpenWetRich,0,FALSE
24159,OpenWetRich,OpenWetRich,0,FALSE
24160,OpenWetRich,OpenWetRich,0,FALSE
24167,OpenDryPoor,OpenDryPoor,0,FALSE
24168,OpenDryPoor,OpenDryPoor,0,FALSE
24169,OpenDryPoor,OpenDryPoor,0,FALSE
24441,ForestWetRich,ForestWetRich,1,FALSE
24442,ForestWetRich,ForestWetRich,1,FALSE
24443,ForestWetRich,ForestWetRich,1,FALSE
24453,OpenWetRich,OpenWetRich,0,FALSE
24454,OpenWetRich,OpenWetRich,0,FALSE
24736,ForestWetRich,ForestWetRich,1,FALSE
24737,ForestWetRich,ForestWetRich,1,FALSE
24738,ForestWetRich,ForestWetRich,1,FALSE
24992,ForestDryRich,ForestDryRich,1,FALSE
24993,ForestDryRich,ForestDryRich,1,FALSE
24994,OpenDryPoor,OpenDryPoor,0,FALSE
25022,ForestWetRich,ForestWetRich,1,FALSE
25031,ForestWetRich,ForestWetRich,1,FALSE
25032,ForestWetRich,ForestWetRich,1,FALSE
25033,ForestWetRich,ForestWetRich,1,FALSE
25034,OpenWetRich,OpenWetRich,0,FALSE
25035,OpenWetRich,OpenWetRich,0,FALSE
25287,ForestDryRich,ForestDryRich,1,FALSE
25288,ForestDryRich,ForestDryRich,1,FALSE
25289,OpenDryPoor,OpenDryPoor,0,FALSE
25313,OpenDryPoor,OpenDryPoor,0,FALSE
25318,OpenWetRich,OpenWetRich,0,FALSE
25321,ForestWetRich,ForestWetRich,1,FALSE
25322,ForestWetRich,ForestWetRich,1,FALSE
25323,ForestWetRich,ForestWetRich,1,FALSE
25325,ForestWetRich,ForestWetRich,0,FALSE
25326,ForestWetRich,ForestWetRich,1,FALSE
25327,ForestWetRich,ForestWetRich,1,FALSE
25328,OpenWetRich,OpenWetRich,0,FALSE
25329,OpenWetRich,OpenWetRich,0,FALSE
25330,OpenWetRich,OpenWetRich,0,FALSE
25355,ForestWetPoor,ForestWetPoor,0,FALSE
25356,ForestWetPoor,ForestWetPoor,0,FALSE
25363,ForestWetPoor,ForestWetPoor,0,FALSE
25364,ForestWetPoor,ForestWetPoor,0,FALSE
25365,ForestWetPoor,ForestWetPoor,0,FALSE
25583,ForestDryRich,ForestDryRich,1,FALSE
25584,ForestDryRich,ForestDryRich,0,FALSE
25603,OpenWetRich,OpenWetRich,0,FALSE
25604,OpenWetRich,OpenWetRich,0,FALSE
25606,OpenWetRich,OpenWetRich,0,FALSE
25607,OpenWetRich,OpenWetRich,0,FALSE
25611,OpenWetRich,OpenWetRich,0,FALSE
25612,OpenWetRich,OpenWetRich,0,FALSE
25613,OpenWetRich,OpenWetRich,0,FALSE
25617,ForestWetRich,ForestWetRich,0,FALSE
25618,ForestWetRich,ForestWetRich,0,FALSE
25619,ForestWetRich,ForestWetRich,0,FALSE
25620,ForestWetRich,ForestWetRich,0,FALSE
25621,ForestWetRich,ForestWetRich,0,FALSE
25622,ForestWetRich,ForestWetRich,0,FALSE
25623,OpenWetRich,OpenWetRich,0,FALSE
25624,OpenWetRich,OpenWetRich,0,FALSE
25625,OpenWetRich,OpenWetRich,0,FALSE
25648,ForestWetPoor,ForestWetPoor,0,FALSE
25649,ForestWetPoor,ForestWetPoor,0,FALSE
25650,ForestWetPoor,ForestWetPoor,0,FALSE
25651,ForestWetPoor,ForestWetPoor,0,FALSE
25652,ForestWetPoor,ForestWetPoor,0,FALSE
25653,ForestWetPoor,ForestWetPoor,0,FALSE
25654,ForestWetPoor,ForestWetPoor,0,FALSE
25655,ForestWetPoor,ForestWetPoor,0,FALSE
25657,ForestWetPoor,ForestWetPoor,0,FALSE
25658,ForestWetPoor,ForestWetPoor,0,FALSE
25659,ForestWetPoor,ForestWetPoor,0,FALSE
25660,ForestWetPoor,ForestWetPoor,0,FALSE
25877,ForestDryRich,ForestDryRich,0,FALSE
25878,ForestDryRich,ForestDryRich,0,FALSE
25879,ForestDryRich,ForestDryRich,0,FALSE
25899,OpenWetRich,OpenWetRich,0,FALSE
25900,OpenWetRich,OpenWetRich,0,FALSE
25901,OpenWetRich,OpenWetRich,0,FALSE
25902,OpenWetRich,OpenWetRich,0,FALSE
25903,OpenWetRich,OpenWetRich,0,FALSE
25904,OpenWetRich,OpenWetRich,0,FALSE
25905,OpenWetRich,OpenWetRich,0,FALSE
25906,OpenWetRich,OpenWetRich,0,FALSE
25907,OpenWetRich,OpenWetRich,0,FALSE
25912,ForestWetRich,ForestWetRich,0,FALSE
25913,ForestWetRich,ForestWetRich,0,FALSE
25914,ForestWetRich,ForestWetRich,0,FALSE
25915,ForestWetRich,ForestWetRich,0,FALSE
25916,ForestWetRich,ForestWetRich,0,FALSE
25917,ForestWetRich,ForestWetRich,0,FALSE
25918,OpenWetRich,OpenWetRich,0,FALSE
25919,OpenWetRich,OpenWetRich,0,FALSE
25920,OpenWetRich,OpenWetRich,0,FALSE
25943,ForestWetPoor,ForestWetPoor,0,FALSE
25944,ForestWetPoor,ForestWetPoor,0,FALSE
25945,ForestWetPoor,ForestWetPoor,0,FALSE
25946,ForestWetPoor,ForestWetPoor,0,FALSE
25947,ForestWetPoor,ForestWetPoor,0,FALSE
25948,ForestWetPoor,ForestWetPoor,0,FALSE
25949,ForestWetPoor,ForestWetPoor,0,FALSE
25950,ForestWetPoor,ForestWetPoor,0,FALSE
25951,ForestWetPoor,ForestWetPoor,0,FALSE
25952,ForestWetPoor,ForestWetPoor,0,FALSE
25953,ForestWetPoor,ForestWetPoor,0,FALSE
25954,ForestWetPoor,ForestWetPoor,0,FALSE
25955,ForestWetPoor,ForestWetPoor,0,FALSE
25956,ForestWetPoor,ForestWetPoor,0,FALSE
26172,ForestDryRich,ForestDryRich,0,FALSE
26173,ForestDryRich,ForestDryRich,0,FALSE
26193,OpenWetRich,OpenWetRich,0,FALSE
26194,OpenWetRich,OpenWetRich,0,FALSE
26195,OpenWetRich,OpenWetRich,0,FALSE
26196,OpenWetRich,OpenWetRich,0,FALSE
26197,OpenWetRich,OpenWetRich,0,FALSE
26198,OpenWetRich,OpenWetRich,0,FALSE
26199,OpenWetRich,OpenWetRich,0,FALSE
26200,OpenWetRich,OpenWetRich,0,FALSE
26201,OpenWetRich,OpenWetRich,0,FALSE
26212,OpenWetRich,OpenWetRich,0,FALSE
26213,OpenWetRich,OpenWetRich,0,FALSE
26214,OpenWetRich,OpenWetRich,0,FALSE
26215,OpenWetRich,OpenWetRich,0,FALSE
26238,ForestWetPoor,ForestWetPoor,0,FALSE
26239,ForestWetPoor,ForestWetPoor,0,FALSE
26240,ForestWetPoor,ForestWetPoor,0,FALSE
26241,ForestWetPoor,ForestWetPoor,1,FALSE
26242,ForestWetPoor,ForestWetPoor,0,FALSE
26243,ForestWetPoor,ForestWetPoor,0,FALSE
26245,ForestWetPoor,ForestWetPoor,0,FALSE
26246,ForestWetPoor,ForestWetPoor,0,FALSE
26247,ForestWetPoor,ForestWetPoor,0,FALSE
26248,ForestWetPoor,ForestWetPoor,0,FALSE
26249,ForestWetPoor,ForestWetPoor,0,FALSE
26250,ForestWetPoor,ForestWetPoor,0,FALSE
26251,ForestWetPoor,ForestWetPoor,0,FALSE
26466,OpenWetRich,OpenWetRich,0,FALSE
26467,ForestDryRich,ForestDryRich,0,FALSE
26484,OpenWetRich,OpenWetRich,0,FALSE
26485,OpenWetRich,OpenWetRich,0,FALSE
26486,OpenWetRich,OpenWetRich,0,FALSE
26487,OpenWetRich,OpenWetRich,0,FALSE
26488,OpenWetRich,OpenWetRich,0,FALSE
26489,OpenWetRich,OpenWetRich,0,FALSE
26490,OpenWetRich,OpenWetRich,0,FALSE
26507,OpenWetRich,OpenWetRich,0,FALSE
26508,OpenWetRich,OpenWetRich,0,FALSE
26509,OpenWetRich,OpenWetRich,0,FALSE
26534,ForestWetPoor,ForestWetPoor,0,FALSE
26535,ForestWetPoor,ForestWetPoor,0,FALSE
26536,ForestWetPoor,ForestWetPoor,0,FALSE
26537,ForestWetPoor,ForestWetPoor,0,FALSE
26538,ForestWetPoor,ForestWetPoor,0,FALSE
26539,ForestWetPoor,ForestWetPoor,0,FALSE
26540,ForestWetPoor,ForestWetPoor,0,FALSE
26541,ForestWetPoor,ForestWetPoor,0,FALSE
26542,ForestWetPoor,ForestWetPoor,0,FALSE
26543,ForestWetPoor,ForestWetPoor,0,FALSE
26544,ForestWetPoor,ForestWetPoor,0,FALSE
26545,ForestWetPoor,ForestWetPoor,0,FALSE
26546,ForestWetPoor,ForestWetPoor,0,FALSE
26547,ForestWetPoor,ForestWetPoor,0,FALSE
26761,OpenWetRich,OpenWetRich,0,FALSE
26778,ForestWetRich,ForestWetRich,1,FALSE
26779,OpenWetRich,OpenWetRich,0,FALSE
26780,OpenWetRich,OpenWetRich,0,FALSE
26782,OpenWetRich,OpenWetRich,0,FALSE
26783,OpenWetRich,OpenWetRich,0,FALSE
26784,OpenWetRich,OpenWetRich,0,FALSE
26785,OpenWetRich,OpenWetRich,0,FALSE
26803,OpenWetRich,OpenWetRich,0,FALSE
26804,OpenWetRich,OpenWetRich,0,FALSE
26830,OpenWetRich,OpenWetRich,0,FALSE
26831,OpenWetRich,OpenWetRich,0,FALSE
26832,OpenWetRich,OpenWetRich,0,FALSE
26833,ForestWetPoor,ForestWetPoor,0,FALSE
26834,ForestWetPoor,ForestWetPoor,0,FALSE
26835,ForestWetPoor,ForestWetPoor,0,FALSE
26836,ForestWetPoor,ForestWetPoor,0,FALSE
26837,ForestWetPoor,ForestWetPoor,0,FALSE
26838,ForestWetPoor,ForestWetPoor,0,FALSE
26839,ForestWetPoor,ForestWetPoor,0,FALSE
26840,ForestWetPoor,ForestWetPoor,0,FALSE
26841,ForestWetPoor,ForestWetPoor,0,FALSE
26842,ForestWetPoor,ForestWetPoor,0,FALSE
27062,OpenWetRich,OpenWetRich,0,FALSE
27071,OpenWetRich,OpenWetRich,0,FALSE
27072,OpenWetRich,OpenWetRich,0,FALSE
27073,OpenWetRich,OpenWetRich,0,FALSE
27074,OpenWetRich,OpenWetRich,0,FALSE
27075,OpenWetRich,OpenWetRich,0,FALSE
27076,OpenWetRich,OpenWetRich,0,FALSE
27077,OpenWetRich,OpenWetRich,0,FALSE
27078,OpenWetRich,OpenWetRich,0,FALSE
27079,OpenWetRich,OpenWetRich,0,FALSE
27094,OpenWetRich,OpenWetRich,0,FALSE
27095,OpenWetRich,OpenWetRich,0,FALSE
27102,OpenWetRich,OpenWetRich,0,FALSE
27103,OpenWetRich,OpenWetRich,0,FALSE
27104,OpenWetRich,OpenWetRich,0,FALSE
27124,OpenWetRich,OpenWetRich,0,FALSE
27125,OpenWetRich,OpenWetRich,0,FALSE
27127,ForestWetPoor,ForestWetPoor,0,FALSE
27128,ForestWetPoor,ForestWetPoor,0,FALSE
27129,ForestWetPoor,ForestWetPoor,0,FALSE
27130,ForestWetPoor,ForestWetPoor,0,FALSE
27131,ForestWetPoor,ForestWetPoor,0,FALSE
27132,ForestWetPoor,ForestWetPoor,0,FALSE
27133,ForestWetPoor,ForestWetPoor,0,FALSE
27134,ForestWetPoor,ForestWetPoor,0,FALSE
27135,ForestWetPoor,ForestWetPoor,0,FALSE
27136,ForestWetPoor,ForestWetPoor,0,FALSE
27137,ForestWetPoor,ForestWetPoor,0,FALSE
27357,OpenWetRich,OpenWetRich,0,FALSE
27358,OpenWetRich,OpenWetRich,0,FALSE
27359,OpenWetRich,OpenWetRich,0,FALSE
27365,OpenWetRich,OpenWetRich,0,FALSE
27366,OpenWetRich,OpenWetRich,0,FALSE
27367,OpenWetRich,OpenWetRich,0,FALSE
27368,OpenWetRich,OpenWetRich,0,FALSE
27369,OpenWetRich,OpenWetRich,0,FALSE
27370,OpenWetRich,OpenWetRich,0,FALSE
27371,OpenWetRich,OpenWetRich,0,FALSE
27372,OpenWetRich,OpenWetRich,0,FALSE
27373,OpenWetRich,OpenWetRich,0,FALSE
27397,OpenWetRich,OpenWetRich,0,FALSE
27398,OpenWetRich,OpenWetRich,0,FALSE
27399,OpenWetRich,OpenWetRich,0,FALSE
27400,OpenWetRich,OpenWetRich,0,FALSE
27422,ForestWetPoor,ForestWetPoor,0,FALSE
27423,ForestWetPoor,ForestWetPoor,0,FALSE
27424,ForestWetPoor,ForestWetPoor,0,FALSE
27425,ForestWetPoor,ForestWetPoor,0,FALSE
27426,ForestWetPoor,ForestWetPoor,0,FALSE
27427,ForestWetPoor,ForestWetPoor,0,FALSE
27428,ForestWetPoor,ForestWetPoor,0,FALSE
27429,ForestWetPoor,ForestWetPoor,0,FALSE
27430,ForestWetPoor,ForestWetPoor,0,FALSE
27431,ForestWetPoor,ForestWetPoor,0,FALSE
27432,ForestWetPoor,ForestWetPoor,0,FALSE
27651,OpenWetRich,OpenWetRich,0,FALSE
27652,OpenWetRich,OpenWetRich,0,FALSE
27653,OpenWetRich,OpenWetRich,0,FALSE
27654,OpenWetRich,OpenWetRich,0,FALSE
27655,OpenWetRich,OpenWetRich,0,FALSE
27656,OpenWetRich,OpenWetRich,0,FALSE
27657,OpenWetRich,OpenWetRich,0,FALSE
27659,OpenWetRich,OpenWetRich,0,FALSE
27660,OpenWetRich,OpenWetRich,0,FALSE
27661,OpenWetRich,OpenWetRich,0,FALSE
27662,OpenWetRich,OpenWetRich,0,FALSE
27663,OpenWetRich,OpenWetRich,0,FALSE
27664,OpenWetRich,OpenWetRich,0,FALSE
27665,OpenWetRich,OpenWetRich,0,FALSE
27666,OpenWetRich,OpenWetRich,0,FALSE
27678,OpenWetRich,OpenWetRich,0,FALSE
27681,OpenWetRich,OpenWetRich,0,FALSE
27687,OpenWetRich,OpenWetRich,0,FALSE
27688,OpenWetRich,OpenWetRich,0,FALSE
27692,OpenWetRich,OpenWetRich,0,FALSE
27693,OpenWetRich,OpenWetRich,0,FALSE
27694,OpenWetRich,OpenWetRich,0,FALSE
27695,OpenWetRich,OpenWetRich,0,FALSE
27696,OpenWetRich,OpenWetRich,0,FALSE
27697,OpenWetRich,OpenWetRich,0,FALSE
27710,OpenWetRich,OpenWetRich,0,FALSE
27711,OpenWetRich,OpenWetRich,0,FALSE
27722,ForestWetPoor,ForestWetPoor,0,FALSE
27723,ForestWetPoor,ForestWetPoor,0,FALSE
27724,ForestWetPoor,ForestWetPoor,0,FALSE
27725,ForestWetPoor,ForestWetPoor,0,FALSE
27726,ForestWetPoor,ForestWetPoor,0,FALSE
27727,ForestWetPoor,ForestWetPoor,0,FALSE
27942,OpenWetRich,OpenWetRich,0,FALSE
27943,OpenWetRich,OpenWetRich,0,FALSE
27944,OpenWetRich,OpenWetRich,0,FALSE
27946,OpenWetRich,OpenWetRich,0,FALSE
27947,OpenWetRich,OpenWetRich,0,FALSE
27948,OpenWetRich,OpenWetRich,0,FALSE
27949,OpenWetRich,OpenWetRich,0,FALSE
27954,OpenWetRich,OpenWetRich,0,FALSE
27955,OpenWetRich,OpenWetRich,0,FALSE
27956,OpenWetRich,OpenWetRich,0,FALSE
27957,OpenWetRich,OpenWetRich,0,FALSE
27958,OpenWetRich,OpenWetRich,0,FALSE
27959,OpenWetRich,OpenWetRich,0,FALSE
27960,OpenWetRich,OpenWetRich,0,FALSE
27971,OpenWetRich,OpenWetRich,0,FALSE
27973,OpenWetRich,OpenWetRich,0,FALSE
27974,OpenWetRich,OpenWetRich,0,FALSE
27975,OpenWetRich,OpenWetRich,0,FALSE
27976,OpenWetRich,OpenWetRich,0,FALSE
27981,OpenWetRich,OpenWetRich,0,FALSE
27982,OpenWetRich,OpenWetRich,0,FALSE
27983,OpenWetRich,OpenWetRich,0,FALSE
27986,OpenWetRich,OpenWetRich,0,FALSE
27987,OpenWetRich,OpenWetRich,0,FALSE
27990,OpenWetRich,OpenWetRich,0,FALSE
27991,OpenWetRich,OpenWetRich,0,FALSE
27992,OpenWetRich,OpenWetRich,0,FALSE
27993,OpenWetRich,OpenWetRich,0,FALSE
28002,OpenWetRich,OpenWetRich,0,FALSE
28003,OpenWetRich,OpenWetRich,0,FALSE
28004,OpenWetRich,OpenWetRich,0,FALSE
28005,OpenWetRich,OpenWetRich,0,FALSE
28006,OpenWetRich,OpenWetRich,0,FALSE
28007,OpenWetRich,OpenWetRich,0,FALSE
28008,OpenWetRich,OpenWetRich,0,FALSE
28009,OpenWetRich,OpenWetRich,0,FALSE
28016,OpenWetRich,OpenWetRich,0,FALSE
28017,OpenWetRich,OpenWetRich,0,FALSE
28236,OpenWetRich,OpenWetRich,0,FALSE
28237,OpenWetRich,OpenWetRich,0,FALSE
28238,OpenWetRich,OpenWetRich,0,FALSE
28251,OpenWetRich,OpenWetRich,0,FALSE
28266,OpenWetRich,OpenWetRich,0,FALSE
28267,OpenWetRich,OpenWetRich,0,FALSE
28268,OpenWetRich,OpenWetRich,0,FALSE
28269,OpenWetRich,OpenWetRich,0,FALSE
28270,OpenWetRich,OpenWetRich,0,FALSE
28271,OpenWetRich,OpenWetRich,0,FALSE
28273,OpenWetRich,OpenWetRich,0,FALSE
28274,OpenWetRich,OpenWetRich,0,FALSE
28275,OpenWetRich,OpenWetRich,0,FALSE
28276,OpenWetRich,OpenWetRich,0,FALSE
28277,OpenWetRich,OpenWetRich,0,FALSE
28278,OpenWetRich,OpenWetRich,0,FALSE
28280,OpenWetRich,OpenWetRich,0,FALSE
28281,OpenWetRich,OpenWetRich,0,FALSE
28282,OpenWetRich,OpenWetRich,0,FALSE
28288,OpenWetRich,OpenWetRich,0,FALSE
28289,OpenWetRich,OpenWetRich,0,FALSE
28290,OpenWetRich,OpenWetRich,0,FALSE
28291,OpenWetRich,OpenWetRich,0,FALSE
28292,OpenWetRich,OpenWetRich,0,FALSE
28293,OpenWetRich,OpenWetRich,0,FALSE
28294,OpenWetRich,OpenWetRich,0,FALSE
28297,OpenWetRich,OpenWetRich,0,FALSE
28298,OpenWetRich,OpenWetRich,0,FALSE
28299,OpenWetRich,OpenWetRich,0,FALSE
28300,OpenWetRich,OpenWetRich,0,FALSE
28302,OpenDryPoor,OpenDryPoor,0,FALSE
28303,OpenWetRich,OpenWetRich,0,FALSE
28305,ForestWetPoor,ForestWetPoor,0,FALSE
28306,ForestWetPoor,ForestWetPoor,0,FALSE
28307,ForestWetPoor,ForestWetPoor,1,FALSE
28308,ForestWetPoor,ForestWetPoor,0,FALSE
28311,OpenWetRich,OpenWetRich,0,FALSE
28312,OpenWetRich,OpenWetRich,0,FALSE
28526,ForestWetRich,ForestWetRich,1,FALSE
28546,OpenWetRich,OpenWetRich,0,FALSE
28560,OpenWetRich,OpenWetRich,0,FALSE
28561,OpenWetRich,OpenWetRich,0,FALSE
28562,OpenWetRich,OpenWetRich,0,FALSE
28563,OpenWetRich,OpenWetRich,0,FALSE
28564,OpenWetRich,OpenWetRich,0,FALSE
28565,OpenWetRich,OpenWetRich,0,FALSE
28566,OpenWetRich,OpenWetRich,0,FALSE
28567,OpenWetRich,OpenWetRich,0,FALSE
28568,OpenWetRich,OpenWetRich,0,FALSE
28569,OpenWetRich,OpenWetRich,0,FALSE
28570,OpenWetRich,OpenWetRich,0,FALSE
28571,OpenWetRich,OpenWetRich,0,FALSE
28572,OpenWetRich,OpenWetRich,0,FALSE
28574,OpenWetRich,OpenWetRich,0,FALSE
28575,OpenWetRich,OpenWetRich,0,FALSE
28576,OpenWetRich,OpenWetRich,0,FALSE
28577,OpenWetRich,OpenWetRich,0,FALSE
28584,OpenDryPoor,OpenDryPoor,0,FALSE
28585,OpenDryPoor,OpenDryPoor,0,FALSE
28586,OpenDryPoor,OpenDryPoor,0,FALSE
28592,OpenWetRich,OpenWetRich,0,FALSE
28593,OpenWetRich,OpenWetRich,0,FALSE
28594,OpenWetRich,OpenWetRich,0,FALSE
28595,OpenWetRich,OpenWetRich,0,FALSE
28596,OpenWetRich,OpenWetRich,0,FALSE
28597,OpenDryPoor,OpenDryPoor,0,FALSE
28600,ForestWetPoor,ForestWetPoor,0,FALSE
28601,ForestWetPoor,ForestWetPoor,0,FALSE
28602,OpenWetRich,OpenWetRich,0,FALSE
28603,ForestWetPoor,ForestWetPoor,0,FALSE
28604,ForestWetPoor,ForestWetPoor,0,FALSE
28606,OpenWetRich,OpenWetRich,0,FALSE
28607,OpenWetRich,OpenWetRich,0,FALSE
28610,ForestWetRich,ForestWetRich,0,FALSE
28611,ForestWetRich,ForestWetRich,0,FALSE
28821,ForestWetRich,ForestWetRich,1,FALSE
28834,ForestWetRich,ForestWetRich,0,FALSE
28835,ForestWetRich,ForestWetRich,0,FALSE
28850,OpenWetRich,OpenWetRich,0,FALSE
28853,OpenWetRich,OpenWetRich,0,FALSE
28854,OpenWetRich,OpenWetRich,0,FALSE
28855,OpenWetRich,OpenWetRich,0,FALSE
28856,OpenWetRich,OpenWetRich,0,FALSE
28857,OpenWetRich,OpenWetRich,0,FALSE
28858,OpenWetRich,OpenWetRich,0,FALSE
28859,OpenWetRich,OpenWetRich,0,FALSE
28860,OpenWetRich,OpenWetRich,0,FALSE
28861,OpenWetRich,OpenWetRich,0,FALSE
28862,OpenWetRich,OpenWetRich,0,FALSE
28864,OpenWetRich,OpenWetRich,0,FALSE
28865,OpenWetRich,OpenWetRich,0,FALSE
28866,OpenWetRich,OpenWetRich,0,FALSE
28867,OpenWetRich,OpenWetRich,0,FALSE
28869,OpenWetRich,OpenWetRich,0,FALSE
28881,OpenDryPoor,OpenDryPoor,0,FALSE
28891,OpenWetRich,OpenWetRich,0,FALSE
28892,OpenWetRich,OpenWetRich,0,FALSE
28895,ForestWetPoor,ForestWetPoor,0,FALSE
28896,ForestWetPoor,ForestWetPoor,0,FALSE
28897,ForestWetPoor,ForestWetPoor,0,FALSE
28898,ForestWetPoor,ForestWetPoor,0,FALSE
28899,ForestWetPoor,ForestWetPoor,0,FALSE
28903,ForestWetRich,ForestWetRich,0,FALSE
28904,ForestWetRich,ForestWetRich,0,FALSE
28905,ForestWetRich,ForestWetRich,0,FALSE
28906,ForestWetRich,ForestWetRich,0,FALSE
29099,OpenWetRich,OpenWetRich,0,FALSE
29100,OpenWetRich,OpenWetRich,0,FALSE
29129,ForestWetRich,ForestWetRich,0,FALSE
29130,ForestWetRich,ForestWetRich,0,FALSE
29131,ForestWetRich,ForestWetRich,0,FALSE
29132,ForestWetRich,ForestWetRich,0,FALSE
29137,OpenWetRich,OpenWetRich,0,FALSE
29147,OpenWetRich,OpenWetRich,0,FALSE
29148,OpenWetRich,OpenWetRich,0,FALSE
29149,OpenWetRich,OpenWetRich,0,FALSE
29150,OpenWetRich,OpenWetRich,0,FALSE
29151,OpenWetRich,OpenWetRich,0,FALSE
29152,ForestWetPoor,ForestWetPoor,1,FALSE
29153,OpenWetRich,OpenWetRich,0,FALSE
29154,OpenWetRich,OpenWetRich,0,FALSE
29155,OpenWetRich,OpenWetRich,0,FALSE
29159,OpenWetRich,OpenWetRich,0,FALSE
29187,OpenWetRich,OpenWetRich,0,FALSE
29191,ForestWetPoor,ForestWetPoor,0,FALSE
29193,ForestWetPoor,ForestWetPoor,0,FALSE
29194,ForestWetPoor,ForestWetPoor,0,FALSE
29199,ForestWetRich,ForestWetRich,0,FALSE
29200,ForestWetRich,ForestWetRich,0,FALSE
29201,ForestWetRich,ForestWetRich,0,FALSE
29389,OpenWetRich,OpenWetRich,0,FALSE
29390,OpenWetRich,OpenWetRich,0,FALSE
29393,OpenWetRich,OpenWetRich,0,FALSE
29394,OpenWetRich,OpenWetRich,0,FALSE
29395,OpenWetRich,OpenWetRich,0,FALSE
29424,ForestWetRich,ForestWetRich,0,FALSE
29425,ForestWetRich,ForestWetRich,0,FALSE
29426,ForestWetRich,ForestWetRich,0,FALSE
29427,ForestWetRich,ForestWetRich,0,FALSE
29428,OpenWetRich,OpenWetRich,0,FALSE
29430,ForestWetRich,ForestWetRich,1,FALSE
29442,OpenWetRich,OpenWetRich,0,FALSE
29443,OpenWetRich,OpenWetRich,0,FALSE
29444,OpenWetRich,OpenWetRich,0,FALSE
29445,OpenWetRich,OpenWetRich,0,FALSE
29447,OpenWetRich,OpenWetRich,0,FALSE
29448,OpenWetRich,OpenWetRich,0,FALSE
29449,OpenWetRich,OpenWetRich,0,FALSE
29450,OpenWetRich,OpenWetRich,0,FALSE
29489,ForestWetPoor,ForestWetPoor,0,FALSE
29683,OpenWetRich,OpenWetRich,0,FALSE
29684,OpenWetRich,OpenWetRich,0,FALSE
29685,OpenWetRich,OpenWetRich,0,FALSE
29687,OpenWetRich,OpenWetRich,0,FALSE
29688,OpenWetRich,OpenWetRich,0,FALSE
29689,OpenWetRich,OpenWetRich,0,FALSE
29690,OpenWetRich,OpenWetRich,0,FALSE
29691,OpenWetRich,OpenWetRich,0,FALSE
29707,ForestDryRich,ForestDryRich,1,FALSE
29715,ForestWetRich,ForestWetRich,0,FALSE
29716,ForestWetRich,ForestWetRich,0,FALSE
29717,ForestWetRich,ForestWetRich,0,FALSE
29719,ForestWetRich,ForestWetRich,0,FALSE
29720,ForestWetRich,ForestWetRich,0,FALSE
29721,ForestWetRich,ForestWetRich,0,FALSE
29722,ForestWetRich,ForestWetRich,0,FALSE
29723,OpenWetRich,OpenWetRich,0,FALSE
29724,OpenWetRich,OpenWetRich,0,FALSE
29737,OpenWetRich,OpenWetRich,0,FALSE
29738,OpenWetRich,OpenWetRich,0,FALSE
29739,OpenWetRich,OpenWetRich,0,FALSE
29741,OpenWetRich,OpenWetRich,0,FALSE
29742,OpenWetRich,OpenWetRich,0,FALSE
29743,OpenWetRich,OpenWetRich,0,FALSE
29744,OpenWetRich,OpenWetRich,0,FALSE
29745,OpenWetRich,OpenWetRich,0,FALSE
29785,OpenWetRich,OpenWetRich,0,FALSE
29786,OpenWetRich,OpenWetRich,0,FALSE
29978,OpenWetRich,OpenWetRich,0,FALSE
29979,OpenWetRich,OpenWetRich,0,FALSE
29981,OpenWetRich,OpenWetRich,0,FALSE
29982,OpenWetRich,OpenWetRich,0,FALSE
30002,ForestDryRich,ForestDryRich,1,FALSE
30011,ForestWetRich,ForestWetRich,0,FALSE
30012,ForestWetRich,ForestWetRich,1,FALSE
30013,ForestWetRich,ForestWetRich,1,FALSE
30014,ForestWetRich,ForestWetRich,1,FALSE
30015,ForestWetRich,ForestWetRich,1,FALSE
30017,ForestWetRich,ForestWetRich,1,FALSE
30018,OpenWetRich,OpenWetRich,0,FALSE
30019,OpenWetRich,OpenWetRich,0,FALSE
30022,OpenWetRich,OpenWetRich,0,FALSE
30023,OpenWetRich,OpenWetRich,0,FALSE
30024,OpenWetRich,OpenWetRich,0,FALSE
30025,OpenWetRich,OpenWetRich,0,FALSE
30026,OpenWetRich,OpenWetRich,0,FALSE
30027,OpenWetRich,OpenWetRich,0,FALSE
30028,OpenWetRich,OpenWetRich,0,FALSE
30029,OpenWetRich,OpenWetRich,0,FALSE
30030,OpenWetRich,OpenWetRich,0,FALSE
30031,OpenWetRich,OpenWetRich,0,FALSE
30032,OpenWetRich,OpenWetRich,0,FALSE
30033,OpenWetRich,OpenWetRich,0,FALSE
30035,OpenWetRich,OpenWetRich,0,FALSE
30036,OpenWetRich,OpenWetRich,0,FALSE
30037,ForestWetPoor,ForestWetPoor,1,FALSE
30038,ForestWetPoor,ForestWetPoor,0,FALSE
30039,ForestWetPoor,ForestWetPoor,1,FALSE
30040,OpenWetRich,OpenWetRich,0,FALSE
30079,OpenWetRich,OpenWetRich,0,FALSE
30080,OpenWetRich,OpenWetRich,0,FALSE
30081,OpenWetRich,OpenWetRich,0,FALSE
30272,OpenWetRich,OpenWetRich,0,FALSE
30273,OpenWetRich,OpenWetRich,0,FALSE
